,text,user
8085,@JoeBiden Joe biden is the new grand wizard of BLM/Antifa BBB. And he just said your behind the 8 ball.,GiveMeLiberty12
8086,@JoeBiden Joe Biden sucks https://t.co/SIdLNpOvHu,FOB_Jacobs
8087,@JoeBiden Lets Get It America! https://t.co/LR4gfKGGEN,HeartsUnity
8088,@JoeBiden Vote is already advanced #BASEMENTBIDEN  TRUMP'S desk,Nufsedhowdbout1
8089,"@JoeBiden Oh gee thanks because we pay 40% now, what’s another 10-20%?? Why do better in this country? So you can take more?? #trump2020",teeglee
8090,@JoeBiden Every future President makes this promise. And it’s impossible to keep.,curtbrantingham
8091,@JoeBiden is the puppet of @SpeakerPelosi - Nancy was given copy of the hard drive as well. She is the puppeteer. I… https://t.co/qGFWUQT8IB,UndTschuss44
8092,@JoeBiden I need financial aid...can anyone in the Biden Crime Family lend me some?,csommer4X
8093,@JoeBiden @realDonaldTrump @DonaldJTrumpJr @RealJamesWoods #joebidenswampking  This is truly unreal nothing is bein… https://t.co/5YjTrRNhJK,monalisasmile37
8094,"@JoeBiden Can we now say there is ""some"" indication that Hunter did ""something"" wrong?  How do we know you won't le… https://t.co/Y0kRb7edQr",AnnWalk18008482
8095,@JoeBiden You always only express opinions after things happen.  You never have a real idea about anything.,12emma30
8096,@JoeBiden @KamalaHarris Vote Him Away - satirical song -  The Liar Tweets Tonight https://t.co/EG6fpOCRmh,WalkTogether4
8097,@JoeBiden Nothing voting out Democrats wouldn't cure.,TwinRuler
8098,"@JoeBiden all about the election, not the American people. trump's only accountability is trying to win, if he does… https://t.co/z5uysT27PK",TexasMum1
8099,@JoeBiden https://t.co/0nNQRDafOn,res2728
8100,@JoeBiden  Loving this Hamilton event. Especially hearing from @leslieodomjr   #myfavorite,ALepito
8101,@JoeBiden What are your plans for Health Care???,Whatavoice22Liz
8102,@JoeBiden California loves Biden! 💙 https://t.co/WSy0CFBr2O,LMvoteBlue
8103,"@JoeBiden Why, who are you to  go live there because you couldn’t take a swim in the n~~~ Because your caught by se… https://t.co/W88WiWtkOm",MaureenKreutzer
8104,@JoeBiden Joe biden is the new grand wizard of BLM/Antifa BBB. And he just said your behind the 8 ball.,GiveMeLiberty12
8105,@JoeBiden please do another ad https://t.co/xRjxE7f1wq,SirCanuckles
8106,@JoeBiden Constitution already guarantees this... dumb shit!!!,avery_jason
8107,@JoeBiden https://t.co/zramjlj87I,mawilliams501
8108,@JoeBiden No thanks’China Joe’ . I’m gonna stand in line to vote for Trump,Aprilsh65621375
8109,@JoeBiden My god Joe - we are all praying!!!,Teresa_Lyons41
8110,@JoeBiden But PLEASE stop talking about expanding the Supreme Court!,KateMounteer
8111,@JoeBiden @JLo @AROD Jlo the hoe,Lisagof73073828
8112,@JoeBiden @KamalaHarris Really?? You guys are fake and bs.,lockleargrl
8113,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",carsonstacey25
8114,@JoeBiden Why did you do nothing as VP?,ThimadW
8115,@JoeBiden Kamal/Biden communist manifesto will destroy every aspect of our Country. https://t.co/uoVRSMjVh5,socal1399
8116,RT @sandra_larson7: @JoeBiden My Dad's soybean field in North Dakota! https://t.co/46DRnxVIIX,axmz2
8117,@JoeBiden You smoken your sons crack huh?,Jezuz7107
8118,@JoeBiden  aka “POPS” https://t.co/gkiwBVfNp8,TriggeredDems
8119,"RT @Paul75306697: @JoeBiden We know how you going to take care of people, ask your running mat Harris,  she said we are coming for you if y…",Paul75306697
8120,"@JoeBiden He should send them pillows, like you and Barry sent Ukraine.",Mets__2020
8121,@JoeBiden but im 12 yrs old,titusnymnym
8122,@JoeBiden Joe...we don't want or need you!! Please ...before you lose ALL of your dignity bow out!!,CrossonGail
8123,@JoeBiden You are so Clueless! You only say this to get Votes!,HoosierUSA
8124,"@JoeBiden We know how you going to take care of people, ask your running mat Harris,  she said we are coming for yo… https://t.co/t6jhVZltUo",Paul75306697
8125,@JoeBiden Yeah as long as we go along with you and your radical parties god hating America hating policies.,TOBarr8
8126,@JoeBiden We need to be involved in removing any mechanism that will enable another wannabee autocrat to ever hold… https://t.co/OtYOL2YexY,jeffjumisko
8127,@JoeBiden Joe biden is the new grand wizard of BLM/Antifa BBB. And he just said your behind the 8 ball.,GiveMeLiberty12
8128,"@JoeBiden Resign Joe!!! You belong in JAIL, not the WH. Resign!!!!",RaptureForums
8129,@JoeBiden Is  that how you put the crack in the Bagman(Hunter) 's pipe?,fesak
8130,@JoeBiden About violence against people at a restaurant having a nice dinner? Or in their own homes? Or in cars driving in the streets?,LedbetterDebbra
8131,@JoeBiden Shuz pedophile sugesting an 8 year old kid to became transgender 🤦🏻‍♂️,pablocisnerosc
8132,@JoeBiden How about answering even one question honestly! #Trump2020LandslideVictory,1SouthSideIrish
8133,@JoeBiden Nah I rather vote for trump (:,AlyssaLafon
8134,@JoeBiden https://t.co/ZCuS8xo3NI,JoeSchm99379944
8135,RT @Becca2400: @JoeBiden We need a president who will GUARANTEE healthcare. Anything less is a human rights violation. 😤,IceRinkChicago
8136,@JoeBiden People are not the same. Systems are build only for the politicians like you. The only rules is the money in your pockets.,DeMmgv
8137,@JoeBiden your a creepy human,DeezLips
8138,@JoeBiden  you are a low-life lying 47 year do nothing corrupt politician getting rich off your children and preying upon women disgusting.,abbymatters
8139,@JoeBiden Alzheimer... https://t.co/VfpJD2929O,TDonbenito4
8140,@JoeBiden @HillaryClinton Not the present one! Vote Democratic Party across the board! Send Putin's team home and/or jail!!,DavidCh73845270
8141,@JoeBiden https://t.co/LYKm6nJbwv,_Ranger_1
8142,@JoeBiden https://t.co/i5ZwEETcU8,LebelShelley
8143,@JoeBiden With Trump!,shanshane2
8144,@JoeBiden Hear hear,JustAlex54
8145,RT @JakeSaysVote: @JoeBiden The president shouldn't need to have his arm twisted to send help to citizens in any state.,lindaforruth
8146,@JoeBiden Vote for #Freedom say no to #WhiteGuiltSyndrome Yes to #PublicSafety and to #Trump2020   @WhiteHouse  get… https://t.co/r84GKKNiCH,kendulin
8147,@JoeBiden Untrue,Rk10082011
8148,@JoeBiden https://t.co/ZCuS8xo3NI,JoeSchm99379944
8149,@JoeBiden https://t.co/zK5d68hTHD,wuerzibaerli
8150,@JoeBiden https://t.co/4ui455Lbuc,DeezLips
8151,RT @proviewsusa: @JoeBiden The Making of Joe Biden’s Conservative Democratic Politics   JOE CALLED IT COMPROMISE  https://t.co/2Pg2Y7jwly,artramp
8152,@JoeBiden Trump 2020 landslide,breakin24518265
8153,@JoeBiden #papagetsacut #CorruptJoeBiden #HunterBidensEmails https://t.co/6SnA2tr5eV,CoastalTrailRun
8154,@JoeBiden https://t.co/3E4tHXOi2U,LebelShelley
8155,@JoeBiden Why don’t you tell the truth pelosi is the one holding up the stimulus because the president won’t let he… https://t.co/pjbitUxEy3,charlitough
8156,@JoeBiden Dems fault.,strong201
8157,"@JoeBiden you are hiding the TRUTH about Burisma, China bank, Moscow check, you &amp; hunter need to address New York Post article NOW !!",RobertKelty9
8158,@JoeBiden The President who brings universal health care to America will be the next one on Mt. Rushmore.… https://t.co/pWPlkdOb7G,HanxFingers
8159,@JoeBiden . . .  #BidenHarris2020 https://t.co/SYtvQR0RrH,noushadaliii
8160,@JoeBiden @JLo @AROD 🤢🤮,Petunia54832795
8161,"@JoeBiden Wrong. You will roll back the existing tax structure as well, taxing us all.",EngineerBarbie
8162,@JoeBiden https://t.co/qXZC4GlT9i,LebelShelley
8163,@JoeBiden https://t.co/ZCuS8xo3NI,JoeSchm99379944
8164,RT @alangawczynski: @JoeBiden If that were true... What's your plan and is it only in the best interest of elderly like yourself? Why not s…,Dianee69039910
8165,RT @judgeyourself99: @JoeBiden #VoteEarly #VoteInPerson #JustMakeSureYouVote this is America’s most important election ever. https://t.co/L…,HanianEmpress
8166,"@JoeBiden biden, YOU LIE ABOUT OUR GREAT PRESIDENT.HE HAS DONE SO MUCH FOR THIS NATION. PRE COVID, LOW TAXES, BEST… https://t.co/fVHm4HFbey",wantthetruth123
8167,"@JoeBiden If you guys support Biden, America will soon bend the knee to CCP. You are not Asian, you guys duno how C… https://t.co/AYK8t6VZgQ",seanng123456789
8168,@JoeBiden Stop being so damn good! Its sickening. :-),CinemaDP
8169,@JoeBiden Ppl don’t go around hurting trannies move around .. some ppl don’t like to be tricked is all they don’t h… https://t.co/LvNDV6Uo6i,DOnehunnit
8170,@JoeBiden @VictoriIsMine2 My guess is Trump just need to slow it down so he could figure out how to take his cut. #DonTheCon,NeenerKat
8171,RT @v_yancey: @JoeBiden I just cast my ballot in Texas for you and @KamalaHarris today Joe and it felt awesome! I'm looking forward to havi…,Marmas110189
8172,@JoeBiden https://t.co/ZCuS8xo3NI,JoeSchm99379944
8173,@JoeBiden 😂😂😂😂😂😂,HewinsSharon
8174,@JoeBiden If you win the election will you be pardoning your #BidenCrimeFamily,antonyb74
8175,@JoeBiden You are going to kowtow to China,HkFreedomfor
8176,@JoeBiden DEMS...you will wake up from your sleep...it maybe too late...,phillyfan90
8177,@JoeBiden @Bjorkian15 You got my vote tonight!! Let's do this Joe!!! https://t.co/AjX615kGSa,reallyjustagirl
8178,@JoeBiden https://t.co/ZCuS8xo3NI,JoeSchm99379944
8179,@JoeBiden https://t.co/s57VwFUOg6,KevinKo46271155
8180,@JoeBiden you are a dull joke🤣🤣 https://t.co/HVPRArowAR,purusharth007
8181,@JoeBiden https://t.co/HBlHBAO0xP,Dark_spectre66
8182,"@JoeBiden If you win they will be running to Venezuela. If they gotta live socialist,they might as well live in there home town.",Chris19106492
8183,@JoeBiden Voted today and dropped off my ballot and my husband's in person at the Steven Co  WA court house Auditor… https://t.co/qavEXowLh7,PatriciaEdiger
8184,@JoeBiden @BarackObama Ridiculous!!!  @JoeBiden and @BarackObama should be on ObamaCare and pay their own premiums.… https://t.co/ME78rCjndT,LisaSimmonsEsq
8185,@JoeBiden https://t.co/NsfUGZJCof #DontBeBlind,NetOfWit
8186,"RT @leonardnfleming: @JoeBiden said all @realDonaldTrump ""does is fan the flames of hatred and division in this country. What the hell is t…",CathyPearce6
8187,@JoeBiden @jamieleecurtis No you will not. You are going down for corruption with Hunter.,Kenny00577980
8188,@JoeBiden Let’s try this again:   “We need a President who will expand healthcare”   Not “access.” Take the elusive… https://t.co/Wyjo8jia23,BlakeleyBartley
8189,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",LloydDempsey1
8190,"RT @San_Diego_Gal: @JoeBiden I believe you’re the best person for the job, I trust you to make the right decisions &amp; that’s why I voted for…",maeve5280
8191,@JoeBiden Where can I drop off my crack pipe? Oh wait... this isn't my crack pipe! Who's crack pipe is this? https://t.co/oobRJ2wgWh,Ink423
8192,@JoeBiden  gloves off.. teach this bully a lesson the scranton way👊 https://t.co/3k0APJdrd3,7hundred50
8193,"@JoeBiden If that's what you really want, vote Trump.",ossiryn
8194,@JoeBiden We are with you Joe.,joyjo76
8195,@JoeBiden You as the Vis President to Obama  Seriously,meyersharon4
8196,@JoeBiden Just a reminder. Even if you have a mail in ballot you can still vote in person anytime you want. If you… https://t.co/x7fArke0QW,EveryoneLies17
8197,@JoeBiden While u piss your diaper,Chetubetcha35
8198,@JoeBiden I earn my health care. I would like to continue earning it.,starlordjeeper
8199,RT @DogginTrump: @JoeBiden your team needs to look into this right now!,Chapelhilldeb
8200,@JoeBiden @KeWeiss1 I agree.  We need a President for the UNITED STATES of AMERICA not just the RED STATES of AMERICA,davenlr
8201,@JoeBiden Isn't that your VP's state? She did nothing,DeezLips
8202,@JoeBiden https://t.co/XKDrf78vA6,judy20206
8203,RT @VietnmVetDghtr: @JoeBiden Unfortunately you don’t have this under control. https://t.co/Hv0oYMQMBq,Dianee69039910
8204,RT @wdunlap: @JoeBiden @KamalaHarris @JLo @AROD WOW! Biden Made 33 False or Misleading Claims at the Debate – Check out this long list with…,joevaldez
8205,@JoeBiden What about less taxes?,DGore_stories
8206,@JoeBiden Joe Biden you are not from Scranton don’t lie again,jesters16
8207,@JoeBiden Actually we need a President and population willing to admit we cannot afford social security and Medicare.,JwflyFly
8208,@JoeBiden @CoferNancy That’s so funny.,Vsearch52Search
8209,@JoeBiden Vote for you mean sell American to China https://t.co/PPcSyOwnkW,huapinghan001
8210,@JoeBiden n thats nothing to be sniffed at.....hunter gave me that one,mitchmi56729388
8211,@JoeBiden https://t.co/iQ2VRxwMGN,judy20206
8212,@JoeBiden You passed the 1994 bill....,DianeHarries
8213,@JoeBiden Bwahahahahaha,DawnMauro6
8214,@JoeBiden 🚨🚨 EXPLOSIVE NEWS 🚨🚨  A recipient on the Hunter Biden email has VERIFIED the emails‼️   The emails detail… https://t.co/5qEyqjxyN1,Steve25024521
8215,@JoeBiden DO YOU EVER TELL THE TRUTH?  WHY DO YOU STACK YOUR TOWNHALL AUDIENCE WITH PEOPLE LIKE OBAMA SPEECH WRITER… https://t.co/9uAPwJPlLs,TrumpsWand
8216,"@JoeBiden Even though I know it’s safe, I am stressing over the Postal Service. Trump is trying to rig the election… https://t.co/pmyvW1rDF6",ThePoliticious
8217,@JoeBiden . . .  #BidenHarris2020 https://t.co/lQARK32NOf,noushadaliii
8218,@JoeBiden 🚨🚨 EXPLOSIVE NEWS 🚨🚨  A recipient on the Hunter Biden email has VERIFIED the emails‼️   The emails detail… https://t.co/OWQHzCVYww,Steve25024521
8219,@JoeBiden That’s totally untrue.,Nth07467032
8220,@JoeBiden YOU LIE ! TRUMP 2020 BABY!,PETERSALADINO1
8221,@JoeBiden is this the enthusiasm you were looking for? https://t.co/Lzcpb5LL6C,MadDog_TX
8222,@JoeBiden #M4A or better or GTFO.  Most of us would choose not to sacrifice hundreds of thousands for a few rich lo… https://t.co/Lrh1LqXaK6,ThatFreeWilliam
8223,@JoeBiden I see why you want everyone to vote early. Every day brings another Biden revelation. Its hitting the fan.,mwillie28
8224,@JoeBiden @PalmerReport Returned 2 weeks ago!! 🤗💙💖🏄🏽‍♀️🏄🏽‍♀️🏄🏽‍♀️🏄🏽‍♀️🏄🏽‍♀️,MICHELLEGRANT02
8225,@JoeBiden Yes! Esp with so much of the burning forests belonging to the federal gov’t!!,geridoc1
8226,@JoeBiden But not for long,ThimadW
8227,@JoeBiden And you do?  How can we believe you when you can't come clean about Hunter!,Dianee69039910
8228,@JoeBiden 🚨🚨 EXPLOSIVE NEWS 🚨🚨  A recipient on the Hunter Biden email has VERIFIED the emails‼️   The emails detail… https://t.co/OW4kZ2NWWv,Steve25024521
8229,@JoeBiden This post makes me sick.  Its low even for you. And yet you still talk about closing down..how do you thi… https://t.co/hFmN2MVXWr,JeanneBuono
8230,@JoeBiden @realDonaldTrump @SpeakerPelosi @SenSchumer @KamalaHarris @DNC @SenateDems @HouseDemocrats My advice to B… https://t.co/MVLemxc1ty,davisstephen402
8231,RT @DBalistrer: @JoeBiden @PalmerReport Get your mail in ballots in ASAP. Read all the directions carefully and sign where indicated.,mike33mje
8232,@JoeBiden https://t.co/z2cPiuI3jk,judy20206
8233,@JoeBiden When will you admitt that the reason it’s higher with black and Latino is because more transgendered woma… https://t.co/32ArxSPvfu,cormattlove
8234,@JoeBiden @JLo @AROD Sell outs,babs1103
8235,@JoeBiden https://t.co/Fkh1FmTvpz,MarieMa66690818
8236,"RT @MontanaLilly837: @JoeBiden Two votes for you, from Montana. Sent in and already accepted! #Vote  #VoteBlueDownBallot  #BidenHarrisToSav…",GailWaldby
8237,@JoeBiden goes after @realDonaldTrump's edge on the #economy—and it's working https://t.co/HPTkcqIsBd,BenTuckett1997
8238,@JoeBiden and @markzucky Really?? Your joint corruption is palpable!! https://t.co/AbfSJv2M6Y,PrestoneJay
8239,@JoeBiden 🤣😂🤣😂🤣Really Joe??,ClassySkyLady
8240,RT @chipfranklin: @JoeBiden Trump is the emergency.  Biden is the relief aid.  November 3rd the check arrives.,RadioDude7
8241,"RT @chipfranklin: @JoeBiden Does anyone think Trump has any regard for the suffering of any other human being on earth, other than himself?",carol_wein
8242,RT @rajkopz: @JoeBiden https://t.co/UubaKiZ4YP,katz_vern
8243,RT @grandmagrit: @JoeBiden I already voted for Biden. How about you?,MyBeesWaxNotUrs
8244,@JoeBiden Nor one who touches little girls and can’t remember his own name.,mikeyfr3sh2
8245,@JoeBiden https://t.co/FD6bNXMr9w,trekx100
8246,@JoeBiden @JLo @AROD I’m sorry but girl needs to go back to the block before she spouts off on any important. polit… https://t.co/OPXFEjnvjR,definedynasty
8247,@JoeBiden https://t.co/NsfUGZJCof,NetOfWit
8248,@JoeBiden Or allow a free market. https://t.co/m46rAHUVey,LastCoinStandng
8249,@JoeBiden Socialist puppet of @KamalaHarris @BernieSanders and China https://t.co/QMxkf8HhVE https://t.co/bJz3RTbSgj,ulana_campbell
8250,@JoeBiden healthcare should be a right. any time someone uses 'ACCESS' that is a WEASEL WORD to kill tens of thousa… https://t.co/RDJujmHQ8i,neoclassic911
8251,@JoeBiden @GenFlynn @SpeakerPelosi https://t.co/08j1v9oUu8,Trigger67207027
8252,@JoeBiden 2016 was awesome. #repeat,Iamtammytavares
8253,@JoeBiden https://t.co/4TU9gcyCcd,judy20206
8254,"@JoeBiden King of Pandering again.. Why are you on record denouncing LGBTQ marriage?  WORSE, when BLM Marxists were… https://t.co/bnFSycqEdN",CincyKarma
8255,@JoeBiden Joe why do you think the US is systemically racist? https://t.co/T0PhOAf3dM,JTMPAGOP
8256,RT @tombrennerphoto: @JoeBiden adjusts his hat shortly after boarding his campaign plane following a day of campaigning around Detroit. htt…,kkrawchenko
8257,"@JoeBiden We need M4A, like most civilized countries have. Nothing less will do! Access to the best health system p… https://t.co/t2apNphqD3",AceHoffman
8258,"@JoeBiden Nobody wants Access to health care, a meaningless and useless thing. They want health care.",timmuky
8259,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",Bamatopher
8260,"@JoeBiden ""... lie ahead.""  Thanks for the warning.",KneeRawr
8261,@JoeBiden https://t.co/AAC4tNyMDh,judy20206
8262,"@JoeBiden Yes, we need to prevent more #BidenCrimeFamiily because #Trump2020NowMoreThanEver 🤗  https://t.co/ILz7Umjsje",Miguel87104655
8263,RT @pentime86723528: @JoeBiden It's NOT Russian interference It's NOT gerrymandered districts It's NOT voter suppression It's NOT the moron…,Pamela53258082
8264,@JoeBiden Remember  how much calmer and civil our lives were before this family took them over? How we didn’t feel… https://t.co/CjKwn7rgtM,wendysuer
8265,@JoeBiden God will judge you and your family - you better repent.  https://t.co/Wrh4pW2Vpk,Carle62
8266,@JoeBiden https://t.co/QGoczKnLqL,Jennife03322501
8267,@JoeBiden We need a president that is a leader #BidenCrimeFamily,babs1103
8268,RT @TrumpConserv: @JoeBiden #LyinBiden so many years deriving privilege from the #AmericanTaxpayers wants your guns #2A and your freedom of…,RobertRoush18
8269,@JoeBiden  Joe go feal up nancy and get the money out . Cause you love nancy baby.,MikeCoughlin58
8270,@JoeBiden Requested????,Marwan75
8271,"@JoeBiden Get all the ""access"" you want and then get bankrupted anyway. Cool!",Voodoo_Pork
8272,@JoeBiden @JLo @AROD https://t.co/a9nohSAfNH,newbraveworld2
8273,@JoeBiden 🚨🚨 EXPLOSIVE NEWS 🚨🚨  A recipient on the Hunter Biden email has VERIFIED the emails‼️   The emails detail… https://t.co/5BNgobGXnD,Steve25024521
8274,@JoeBiden 👀👀👀,1TBILLZ
8275,@JoeBiden @DolarToday Que bolas que esta cuenta de dolar today sean unos seguidores de Biden. Es que uno no deja de… https://t.co/03GHfBtIpo,manueledusa
8276,RT @judgeyourself99: @JoeBiden #VoteEarly #VoteInPerson #JustMakeSureYouVote this is America’s most important election ever. https://t.co/L…,Isabell59549114
8277,@JoeBiden Your son is a crook. Thief. Chester. Liar.,missy09872326
8278,"RT @JoJoFromJerz: @JoeBiden Damn right. He doesn’t like California because they don’t vote for him. He’s still technically, their “presiden…",MerMertt
8279,@JoeBiden How’s it going “Big guy”?,5GreenValley
8280,@JoeBiden helped Iran fund terrorism.,Lee47590755
8281,@JoeBiden Let me Clear your crime family is going down https://t.co/Th1gH3WQuD,revolt777
8282,"@JoeBiden #For2020 JoeBiden President, Kamala Harris Vice   For the rest of the presidential election,  Our new lea… https://t.co/g56z9TVgXG",LSungoun
8283,@JoeBiden Okay Hitler,meyersharon4
8284,@JoeBiden god damn this country sucks,2fast2tyler
8285,"@JoeBiden ""Expand access to health care"" isn't universal.",greggorox
8286,@JoeBiden That is correct Mister Biden!! 😎🙈😈😡🇨🇴🙏,MerMertt
8287,"@JoeBiden We're very diverse ... Except for black people, right??  Isn't that what you said?",MNLeisureguy
8288,@JoeBiden If you repeal the Trump tax act thats an increase from the get go. When a politician starts a statement w… https://t.co/f18yKWO6Ny,joseph_otwell
8289,@JoeBiden you're not going to do nothing but hide in the basement make friendship bracelets and swim naked in the W… https://t.co/3mcRYMRk3G,RobertWLAUER1
8290,@JoeBiden is the racist.  He was friends with the kkk wizard who was the senator from w va.      I recollect named… https://t.co/YE8S8GtRb6,tkrane33
8291,@JoeBiden https://t.co/8FMyjR8mjx,LedbetterDebbra
8292,"@JoeBiden I voted, and put it in the Ballot box. Go Joe.",Kyfan58
8293,@JoeBiden https://t.co/Wrh4pW2Vpk,Carle62
8294,@JoeBiden Joe is in Chinas pocket  People need to realize biden wants China controlling America for money in his pocket,Lisagof73073828
8295,@JoeBiden . . .  #BidenHarris2020 https://t.co/4Nw8MBoNhX,noushadaliii
8296,@JoeBiden @jaredpolis your son smoking a Crack pipe while sex trafficking 💁‍♀️,CandiceLLeigh1
8297,@JoeBiden Is that what Kammy will do?,ThimadW
8298,@JoeBiden i want to see you react to a trans person coming up to you and giving them the ol #biden sniff. https://t.co/xp4CHwFDQ2,MHoughts
8299,@JoeBiden They are waiting for you to let us know if you plan to@pack the court.  You said you would tell us when i… https://t.co/LiSzXQcpbF,DGeorge13963317
8300,@JoeBiden https://t.co/Wrh4pW2Vpk,Carle62
8301,"@JoeBiden You don't need to shoot me in the leg to vote for Trump. I'll comply with no need of violence. Take it easy, ok.",HonorPodcast
8302,@JoeBiden . . .  #BidenHarris2020 https://t.co/T66Ko53Of4,noushadaliii
8303,@JoeBiden Clown 🤡,Nathan0490
8304,@JoeBiden @Brooks0967 Wake up Joe.,mungunny
8305,@JoeBiden You better spill on court-packing then as all these votes are already happening &amp; they deserve to know your stand.,cnmatthews
8306,"@JoeBiden @donwinslow He said he would run the country like his businesses, he was not lying on that one.",justinbeaner666
8307,@JoeBiden exactly how many more chances do you need in your short 47 years of public service?,Carl_the_Second
8308,"@JoeBiden Remember how “Read my lips, no new taxes” didn’t work",GrandOldAmerica
8309,@JoeBiden 😂,mokamorita1
8310,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",Esteef6
8311,"@JoeBiden Biden,s son Repair the computer the fix man information to the FBI, the FBI cover it, the Democratic Part… https://t.co/PpVPCEk61e",jc72639225
8312,@JoeBiden Your days our numbered old man.,azbadger91
8313,@JoeBiden Nobody said anything when Michael Obama was pretending being Michelle 😂,Elvis62075174
8314,@JoeBiden I really do hope that you’re become my president,Becky40016283
8315,@JoeBiden @KamalaHarris @DNC maybe you could reach out to the employees this man is trying to intimidate https://t.co/J44mkQbGth,TimmyB67
8316,@JoeBiden What’s the ongoing price for the presidency of the US.? You do represent what is bad with politics!  Thos… https://t.co/NKaIA4rgxN,jhvelez1960
8317,@JoeBiden need to be in jail with @HillaryClinton,Alumni_2008
8318,@JoeBiden @jamnspoon2 Campaigning!!! WTF,Novemberthir
8319,RT @PolitiKurd: @JoeBiden Science says there are 2 genders. Why don’t you believe in science?,PardonJoeExotic
8320,"@joebiden let's talk to @realDonaldTrump and the American people about HUNTER'S LAPTOP, HIS CRACK PIPE PICS, your U… https://t.co/8hwzYTWKCQ",RhinoBug
8321,@JoeBiden will have this quote in a campaign ad within the hour. We all approve that message. https://t.co/CtAcuCPjaS,sghawley
8322,@JoeBiden . . .  #BidenHarris2020 https://t.co/j4gtlZXaeI,noushadaliii
8323,@JoeBiden Such a liar.... Dems try to stop them... for their political gain.... vote for Trump... Trump2020,luilui15581745
8324,@JoeBiden  JOKE BIDEN FOR THE SENATE!Da come on man,MikeCoughlin58
8325,RT @SKMorefield: @JoeBiden Fact check: FALSE  https://t.co/1mjDSPjphd,RBoodt
8326,@JoeBiden Well he’s nothing if not inconsistent. #VoteBidenHarris2020,DaneshTandon
8327,@JoeBiden We need a president who doesn’t take money from foreign governments for access.,hoopsmom
8328,@JoeBiden Are you repealing the tax cuts Trump signed into law,Mcray4103
8329,"RT @JohnFromCranber: @JoeBiden Let me be very clear: If you vote for Biden, he will repeal the Trump tax cut - as he has repeatedly SAID he…",SZikafus
8330,@JoeBiden Not you. Your Obamacare sucks,JimGuzofski
8331,@JoeBiden Joe you need to talk to corrupt Nancy Pelosi.,EdDobbs7
8332,@JoeBiden https://t.co/W5JwbK7mws,GC36054719
8333,@JoeBiden https://t.co/jrKqrJkmYz,ScottsmenOne
8334,@JoeBiden @Women4Biden I’m man enough to admit that I was in the did not vote category because I thought both candi… https://t.co/cVxzDPKhB2,ThomasP27529913
8335,@JoeBiden The trump administration is a clown show #TrumpVirus,HardCoreBoz
8336,@JoeBiden Fucking lying,DPHAILZ
8337,@JoeBiden Lmao wtf are you talking about ? Look at me I act like I care. And it’s mainly black and brown people! quick vote for me gtfoh,teddyjamm1
8338,@JoeBiden And we can keep our doctor too right? Liar! #DonBiden,donnabergmann
8339,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",Greatgooglymo16
8340,@JoeBiden Now it just looks like he has no idea what the job he’s supposed to be doing actually is. Like he’s not e… https://t.co/yqbEpCKLoi,MarcusRing5
8341,@JoeBiden @AROD @JLo Trump2020,JustinT6149
8342,@JoeBiden Joe Liden Liden Liden Liden Lied,critchcraw
8343,"@JoeBiden Hey, Joe, don't lie. Don't be mistaken. Don't misquote. Not ever. Not for any reason. Fact check your fac… https://t.co/Q8JLuwD7dM",Angel85377
8344,RT @RF69529999: @JoeBiden My advice.....wait for the truth that is now coming out. Joe wants you to vote today because he knows the truth t…,heatherDaugPhil
8345,@JoeBiden . . .  #BidenHarris2020 https://t.co/b5HQNhi5cD,noushadaliii
8346,@JoeBiden The Making of Joe Biden’s Conservative Democratic Politics   JOE CALLED IT COMPROMISE  https://t.co/2Pg2Y7jwly,proviewsusa
8347,@JoeBiden Let's be clear: Seal Team 6 should be alive.  #BenghaziAintGoingAway  #BenghaziBombshell,farqad_lord
8348,@JoeBiden Mentira!. Nosotros no queremos TPS. Queremos salir de la TIRANÍA. Y ustedes han demostrado tener relacion… https://t.co/erGWNXgTzw,Adri9063
8349,"@JoeBiden hey Joe.  You lied again.   President Trump has repeatedly said he condemns white supremacists,  the KKK,… https://t.co/9lPXQG1qvY",Scotland1025
8350,@JoeBiden This Native American is sticking with and voting for President Trump again.,Andysmelon
8351,@JoeBiden https://t.co/PAKJxQTgox,2020_gone
8352,"@JoeBiden @realDonaldTrump Watching Joe is like watching Pinocchio, he lies more than Adam Schiff and he’s last yea… https://t.co/rHIU0YDZTy",hornsbyCliff
8353,RT @Becca2400: @JoeBiden We need a president who will GUARANTEE healthcare. Anything less is a human rights violation. 😤,BCMurcatto
8354,RT @MohammedAliHai2: @JoeBiden @chaoticshifter If and only if.... Postal Ballots... Voters need to be informed how not to get rejected Win…,chaoticshifter
8355,@JoeBiden So you even know where you are?,Chetubetcha35
8356,@JoeBiden And we will by voting to give President Trump a 2nd term!!,BEuans
